  3001  6.0001e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.0222e+01  9.9972e+00  2.2433e-01 -2.0553e-07  1.9804e-01  0.0000e+00  0.0000e+00  8.1783e-11
  3002  6.0002e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.0221e+01  9.9974e+00  2.2406e-01 -5.2939e-07  2.1246e-01  0.0000e+00  0.0000e+00  8.1765e-11
  3003  6.0003e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.0222e+01  9.9985e+00  2.2302e-01 -4.6901e-07  2.1053e-01  0.0000e+00  0.0000e+00  8.1749e-11
  3004  6.0004e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.0221e+01  9.9986e+00  2.2284e-01 -4.6172e-07  2.0943e-01  0.0000e+00  0.0000e+00  8.1736e-11
  3005  6.0005e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.0221e+01  9.9972e+00  2.2419e-01 -3.8410e-07  2.0332e-01  0.0000e+00  0.0000e+00  8.1720e-11
  3006  6.0006e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.0222e+01  9.9990e+00  2.2293e-01 -1.9405e-06  2.0769e-01  0.0000e+00  0.0000e+00  8.1705e-11
  3007  6.0007e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.0221e+01  9.9973e+00  2.2407e-01 -3.1141e-07  1.8931e-01  0.0000e+00  0.0000e+00  8.1691e-11
  3008  6.0008e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.0221e+01  9.9983e+00  2.2311e-01 -2.3316e-07  1.8342e-01  0.0000e+00  0.0000e+00  8.1676e-11
  3009  6.0009e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.0221e+01  9.9985e+00  2.2290e-01 -2.0710e-07  1.7884e-01  0.0000e+00  0.0000e+00  8.1659e-11
  3010  6.0010e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.0221e+01  9.9983e+00  2.2268e-01  9.3541e-07  1.7087e-01  0.0000e+00  0.0000e+00  8.1646e-11
