  5801  7.6101e+02 -2.0960e+00  2.1019e+00 -1.1901e-01  2.9414e+02  3.6914e+02  4.7156e+00  4.2965e+00  4.1916e-01 -1.1119e-04  3.3164e+01  0.0000e+00  9.7544e-13  8.9215e-11
  5802  7.6102e+02 -2.0892e+00  2.1019e+00 -1.2581e-01  2.9414e+02  3.6914e+02  4.7872e+00  4.5698e+00  2.1741e-01 -1.8438e-05  5.7326e+00  0.0000e+00  9.7539e-13  8.9208e-11
  5803  7.6103e+02 -2.0854e+00  2.1019e+00 -1.2957e-01  2.9414e+02  3.6915e+02  4.8420e+00  4.7744e+00  6.7562e-02  3.0888e-05 -9.2051e+00  0.0000e+00  9.7527e-13  8.9199e-11
  5804  7.6104e+02 -2.0834e+00  2.1019e+00 -1.3152e-01  2.9414e+02  3.6915e+02  4.8724e+00  4.8946e+00 -2.2117e-02  5.5954e-05 -1.6781e+01  0.0000e+00  9.7521e-13  8.9190e-11
  5805  7.6105e+02 -2.0825e+00  2.1019e+00 -1.3248e-01  2.9414e+02  3.6916e+02  4.8870e+00  4.9586e+00 -7.1601e-02  6.9064e-05 -2.0331e+01  0.0000e+00  9.7517e-13  8.9181e-11
  5806  7.6106e+02 -2.0820e+00  2.1019e+00 -1.3294e-01  2.9414e+02  3.6916e+02  4.8930e+00  4.9904e+00 -9.7331e-02  7.1196e-05 -2.1870e+01  0.0000e+00  9.7511e-13  8.9173e-11
  5807  7.6107e+02 -2.0818e+00  2.1019e+00 -1.3319e-01  2.9414e+02  3.6916e+02  4.8926e+00  5.0008e+00 -1.0821e-01  7.4248e-05 -2.2590e+01  0.0000e+00  9.7493e-13  8.9166e-11
  5808  7.6108e+02 -2.0816e+00  2.1019e+00 -1.3333e-01  2.9414e+02  3.6916e+02  4.8914e+00  5.0062e+00 -1.1473e-01  7.2647e-05 -2.2841e+01  0.0000e+00  9.7486e-13  8.9158e-11
  5809  7.6109e+02 -2.0816e+00  2.1019e+00 -1.3340e-01  2.9414e+02  3.6917e+02  4.8898e+00  5.0080e+00 -1.1821e-01  7.2739e-05 -2.2860e+01  0.0000e+00  9.7484e-13  8.9148e-11
  5810  7.6110e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6917e+02  4.8880e+00  5.0080e+00 -1.2003e-01  7.4093e-05 -2.2773e+01  0.0000e+00  9.7484e-13  8.9141e-11
  5811  7.6111e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6917e+02  4.8868e+00  5.0079e+00 -1.2109e-01  7.1842e-05 -2.2611e+01  0.0000e+00  9.7476e-13  8.9134e-11
  5812  7.6112e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6918e+02  4.8855e+00  5.0073e+00 -1.2183e-01  7.6549e-05 -2.2441e+01  0.0000e+00  9.7474e-13  8.9126e-11
  5813  7.6113e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6918e+02  4.8845e+00  5.0066e+00 -1.2203e-01  7.5069e-05 -2.2248e+01  0.0000e+00  9.7464e-13  8.9117e-11
  5814  7.6114e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6918e+02  4.8838e+00  5.0062e+00 -1.2239e-01  7.4242e-05 -2.2052e+01  0.0000e+00  9.7447e-13  8.9109e-11
  5815  7.6115e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6918e+02  4.8833e+00  5.0059e+00 -1.2256e-01  7.2435e-05 -2.1852e+01  0.0000e+00  9.7441e-13  8.9101e-11
  5816  7.6116e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6919e+02  4.8828e+00  5.0054e+00 -1.2256e-01  7.3156e-05 -2.1670e+01  0.0000e+00  9.7431e-13  8.9094e-11
  5817  7.6117e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6919e+02  4.8825e+00  5.0052e+00 -1.2266e-01  7.2406e-05 -2.1486e+01  0.0000e+00  9.7431e-13  8.9086e-11
  5818  7.6118e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6919e+02  4.8822e+00  5.0049e+00 -1.2270e-01  7.1613e-05 -2.1305e+01  0.0000e+00  9.7427e-13  8.9080e-11
  5819  7.6119e+02 -2.0815e+00  2.1019e+00 -1.3346e-01  2.9414e+02  3.6919e+02  4.8821e+00  5.0049e+00 -1.2278e-01  7.0852e-05 -2.1131e+01  0.0000e+00  9.7424e-13  8.9073e-11
  5820  7.6120e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6920e+02  4.8820e+00  5.0048e+00 -1.2280e-01  7.0247e-05 -2.0958e+01  0.0000e+00  9.7406e-13  8.9065e-11
  5821  7.6121e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6920e+02  4.8819e+00  5.0047e+00 -1.2281e-01  6.9583e-05 -2.0791e+01  0.0000e+00  9.7401e-13  8.9354e-11
  5822  7.6122e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6920e+02  4.8819e+00  5.0048e+00 -1.2293e-01  6.9044e-05 -2.0628e+01  0.0000e+00  9.7383e-13  8.9346e-11
  5823  7.6123e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6920e+02  4.8819e+00  5.0049e+00 -1.2301e-01  6.8447e-05 -2.0465e+01  0.0000e+00  9.7374e-13  8.9336e-11
  5824  7.6124e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6921e+02  4.8818e+00  5.0047e+00 -1.2293e-01  6.7801e-05 -2.0302e+01  0.0000e+00  9.7365e-13  8.9325e-11
  5825  7.6125e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6921e+02  4.8818e+00  5.0047e+00 -1.2292e-01  6.7257e-05 -2.0146e+01  0.0000e+00  9.7360e-13  8.9317e-11
  5826  7.6126e+02 -2.0815e+00  2.1019e+00 -1.3345e-01  2.9414e+02  3.6921e+02  4.8818e+00  5.0047e+00 -1.2294e-01  6.6719e-05 -1.9989e+01  0.0000e+00  9.7345e-13  8.9308e-11
  5827  7.6127e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6921e+02  4.8818e+00  5.0047e+00 -1.2296e-01  6.6201e-05 -1.9834e+01  0.0000e+00  9.7341e-13  8.9300e-11
  5828  7.6128e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6922e+02  4.8818e+00  5.0047e+00 -1.2295e-01  6.5739e-05 -1.9682e+01  0.0000e+00  9.7333e-13  8.9293e-11
  5829  7.6129e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6922e+02  4.8818e+00  5.0048e+00 -1.2297e-01  6.5190e-05 -1.9536e+01  0.0000e+00  9.7311e-13  8.9286e-11
  5830  7.6130e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6922e+02  4.8818e+00  5.0049e+00 -1.2305e-01  6.4637e-05 -1.9382e+01  0.0000e+00  9.7280e-13  8.9278e-11
  5831  7.6131e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6923e+02  4.8819e+00  5.0049e+00 -1.2302e-01  6.4182e-05 -1.9238e+01  0.0000e+00  9.7262e-13  8.9272e-11
  5832  7.6132e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6923e+02  4.8819e+00  5.0050e+00 -1.2311e-01  6.3705e-05 -1.9089e+01  0.0000e+00  9.7245e-13  8.9265e-11
  5833  7.6133e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6923e+02  4.8819e+00  5.0049e+00 -1.2298e-01  6.3145e-05 -1.8944e+01  0.0000e+00  9.7237e-13  8.9257e-11
  5834  7.6134e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6923e+02  4.8819e+00  5.0049e+00 -1.2298e-01  6.2658e-05 -1.8802e+01  0.0000e+00  9.7235e-13  8.9249e-11
  5835  7.6135e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6924e+02  4.8820e+00  5.0050e+00 -1.2305e-01  6.2214e-05 -1.8660e+01  0.0000e+00  9.7233e-13  8.9241e-11
  5836  7.6136e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6924e+02  4.8820e+00  5.0049e+00 -1.2299e-01  6.1778e-05 -1.8520e+01  0.0000e+00  9.7228e-13  8.9236e-11
  5837  7.6137e+02 -2.0815e+00  2.1019e+00 -1.3344e-01  2.9414e+02  3.6924e+02  4.8819e+00  5.0049e+00 -1.2299e-01  6.1334e-05 -1.8378e+01  0.0000e+00  9.7218e-13  8.9228e-11
  5838  7.6138e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6925e+02  4.8820e+00  5.0049e+00 -1.2296e-01  6.0832e-05 -1.8241e+01  0.0000e+00  9.7211e-13  8.9219e-11
  5839  7.6139e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6925e+02  4.8820e+00  5.0050e+00 -1.2300e-01  6.0385e-05 -1.8108e+01  0.0000e+00  9.7195e-13  8.9212e-11
  5840  7.6140e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6925e+02  4.8820e+00  5.0050e+00 -1.2298e-01  5.9954e-05 -1.7973e+01  0.0000e+00  9.7189e-13  8.9204e-11
  5841  7.6141e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6925e+02  4.8820e+00  5.0050e+00 -1.2300e-01  5.9453e-05 -1.7836e+01  0.0000e+00  9.7180e-13  8.9496e-11
  5842  7.6142e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6926e+02  4.8820e+00  5.0050e+00 -1.2295e-01  5.9077e-05 -1.7709e+01  0.0000e+00  9.7172e-13  8.9488e-11
  5843  7.6143e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6926e+02  4.8821e+00  5.0052e+00 -1.2307e-01  5.8552e-05 -1.7573e+01  0.0000e+00  9.7164e-13  8.9479e-11
  5844  7.6144e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6926e+02  4.8821e+00  5.0050e+00 -1.2296e-01  5.8172e-05 -1.7445e+01  0.0000e+00  9.7154e-13  8.9471e-11
  5845  7.6145e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6927e+02  4.8821e+00  5.0050e+00 -1.2296e-01  5.7768e-05 -1.7313e+01  0.0000e+00  9.7130e-13  8.9462e-11
  5846  7.6146e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6927e+02  4.8821e+00  5.0051e+00 -1.2298e-01  5.7332e-05 -1.7190e+01  0.0000e+00  9.7126e-13  8.9454e-11
  5847  7.6147e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6927e+02  4.8822e+00  5.0052e+00 -1.2307e-01  5.6824e-05 -1.7060e+01  0.0000e+00  9.7121e-13  8.9448e-11
  5848  7.6148e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6927e+02  4.8821e+00  5.0051e+00 -1.2298e-01  5.6444e-05 -1.6934e+01  0.0000e+00  9.7109e-13  8.9440e-11
  5849  7.6149e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6928e+02  4.8821e+00  5.0051e+00 -1.2294e-01  5.5983e-05 -1.6809e+01  0.0000e+00  9.7085e-13  8.9435e-11
  5850  7.6150e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6928e+02  4.8821e+00  5.0051e+00 -1.2295e-01  5.5625e-05 -1.6685e+01  0.0000e+00  9.7076e-13  8.9429e-11
  5851  7.6151e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6928e+02  4.8822e+00  5.0051e+00 -1.2295e-01  5.5215e-05 -1.6562e+01  0.0000e+00  9.7068e-13  8.9424e-11
  5852  7.6152e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6928e+02  4.8822e+00  5.0051e+00 -1.2294e-01  5.4683e-05 -1.6437e+01  0.0000e+00  9.7065e-13  8.9414e-11
  5853  7.6153e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6929e+02  4.8821e+00  5.0051e+00 -1.2292e-01  5.4315e-05 -1.6313e+01  0.0000e+00  9.7052e-13  8.9407e-11
  5854  7.6154e+02 -2.0815e+00  2.1019e+00 -1.3343e-01  2.9414e+02  3.6929e+02  4.8822e+00  5.0051e+00 -1.2293e-01  5.3923e-05 -1.6196e+01  0.0000e+00  9.7042e-13  8.9399e-11
