    3701  7.4001e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  4.8395e+00  5.0007e+00 -1.6123e-01 -2.1819e-07  2.0636e-01  0.0000e+00  0.0000e+00  8.2903e-11
  3702  7.4002e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  4.8394e+00  5.0010e+00 -1.6151e-01 -3.1835e-07  2.1917e-01  0.0000e+00  0.0000e+00  8.2887e-11
  3703  7.4003e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  4.8395e+00  5.0019e+00 -1.6241e-01 -5.0334e-07  2.1805e-01  0.0000e+00  0.0000e+00  8.2872e-11
  3704  7.4004e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  4.8395e+00  5.0021e+00 -1.6264e-01 -3.8933e-07  2.1669e-01  0.0000e+00  0.0000e+00  8.2853e-11
  3705  7.4005e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  4.8396e+00  5.0024e+00 -1.6280e-01 -6.6005e-07  2.1660e-01  0.0000e+00  0.0000e+00  8.2836e-11
  3706  7.4006e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  4.8395e+00  5.0023e+00 -1.6281e-01 -6.7564e-07  2.1551e-01  0.0000e+00  0.0000e+00  8.2821e-11
  3707  7.4007e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  4.8398e+00  5.0028e+00 -1.6294e-01 -1.8757e-06  2.1962e-01  0.0000e+00  0.0000e+00  8.2807e-11
  3708  7.4008e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  4.8387e+00  5.0017e+00 -1.6300e-01  1.3517e-06  2.0579e-01  0.0000e+00  0.0000e+00  8.2794e-11
  3709  7.4009e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  4.8392e+00  5.0023e+00 -1.6308e-01  6.8659e-07  2.0867e-01  0.0000e+00  0.0000e+00  8.2780e-11
  3710  7.4010e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  4.8395e+00  5.0026e+00 -1.6311e-01 -3.8016e-07  2.1219e-01  0.0000e+00  0.0000e+00  8.2767e-11
