  3001  6.0001e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5223e+01  1.4998e+01  2.2435e-01  3.4380e-07  1.9526e-01  0.0000e+00  0.0000e+00  8.1783e-11
  3002  6.0002e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.5222e+01  1.4998e+01  2.2407e-01 -5.0212e-07  2.1233e-01  0.0000e+00  0.0000e+00  8.1765e-11
  3003  6.0003e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.5222e+01  1.4999e+01  2.2302e-01 -4.7918e-07  2.1057e-01  0.0000e+00  0.0000e+00  8.1749e-11
  3004  6.0004e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.5222e+01  1.5000e+01  2.2283e-01 -4.7902e-07  2.0951e-01  0.0000e+00  0.0000e+00  8.1736e-11
  3005  6.0005e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.5222e+01  1.4998e+01  2.2419e-01 -3.8393e-07  2.0334e-01  0.0000e+00  0.0000e+00  8.1720e-11
  3006  6.0006e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.5223e+01  1.5000e+01  2.2293e-01 -2.1488e-06  2.0863e-01  0.0000e+00  0.0000e+00  8.1705e-11
  3007  6.0007e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6345e+02  1.5222e+01  1.4998e+01  2.2407e-01 -3.1147e-07  1.8933e-01  0.0000e+00  0.0000e+00  8.1690e-11
  3008  6.0008e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5222e+01  1.4999e+01  2.2311e-01 -2.3299e-07  1.8344e-01  0.0000e+00  0.0000e+00  8.1676e-11
  3009  6.0009e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5222e+01  1.5000e+01  2.2290e-01 -2.0734e-07  1.7886e-01  0.0000e+00  0.0000e+00  8.1659e-11
  3010  6.0010e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5222e+01  1.4999e+01  2.2268e-01  1.0399e-06  1.7043e-01  0.0000e+00  0.0000e+00  8.1646e-11
  3011  6.0011e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5223e+01  1.5000e+01  2.2266e-01 -7.0725e-07  1.7438e-01  0.0000e+00  0.0000e+00  8.1629e-11
  3012  6.0012e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5222e+01  1.5000e+01  2.2268e-01 -9.2060e-07  1.7524e-01  0.0000e+00  0.0000e+00  8.1614e-11
  3013  6.0013e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6344e+02  1.5222e+01  1.4998e+01  2.2425e-01 -1.6382e-07  1.5391e-01  0.0000e+00  0.0000e+00  8.1598e-11
  3014  6.0014e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6343e+02  1.5222e+01  1.4999e+01  2.2317e-01 -1.8206e-07  1.4638e-01  0.0000e+00  0.0000e+00  8.1584e-11
  3015  6.0015e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6343e+02  1.5222e+01  1.4999e+01  2.2295e-01  5.1551e-08  1.3886e-01  0.0000e+00  0.0000e+00  8.1570e-11
  3016  6.0016e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6343e+02  1.5222e+01  1.4999e+01  2.2297e-01 -8.1982e-08  1.3284e-01  0.0000e+00  0.0000e+00  8.1555e-11
  3017  6.0017e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6343e+02  1.5222e+01  1.4999e+01  2.2302e-01 -2.4725e-07  1.2769e-01  0.0000e+00  0.0000e+00  8.1540e-11
  3018  6.0018e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6342e+02  1.5222e+01  1.4998e+01  2.2420e-01  1.6176e-07  1.0771e-01  0.0000e+00  0.0000e+00  8.1525e-11
  3019  6.0019e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6342e+02  1.5222e+01  1.4999e+01  2.2325e-01  2.1665e-08  1.0031e-01  0.0000e+00  0.0000e+00  8.1508e-11
  3020  6.0020e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6342e+02  1.5222e+01  1.4999e+01  2.2304e-01  2.0852e-07  9.1952e-02  0.0000e+00  0.0000e+00  8.1492e-11
  3021  6.0021e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6342e+02  1.5222e+01  1.4998e+01  2.2424e-01  3.1790e-07  7.3087e-02  0.0000e+00  0.0000e+00  8.1774e-11
  3022  6.0022e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6341e+02  1.5222e+01  1.4999e+01  2.2328e-01  1.7014e-07  6.5262e-02  0.0000e+00  0.0000e+00  8.1757e-11
  3023  6.0023e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6341e+02  1.5222e+01  1.4999e+01  2.2309e-01  1.0572e-07  5.8349e-02  0.0000e+00  0.0000e+00  8.1738e-11
  3024  6.0024e+02 -2.1069e+00  2.1019e+00 -1.0800e-01  2.9410e+02  3.6341e+02  1.5222e+01  1.4999e+01  2.2310e-01  3.2810e-07  4.9210e-02  0.0000e+00  0.0000e+00  8.1721e-11
